id,name,lat,lon
616479730,Loreto College Junior School,53.3369107,-6.2562981
1603816530,Walk n' Talk English,53.33217909999998,-6.223566299999999
2103399810,Gaelscoil Choláiste Mhuire,53.3535826,-6.262150900000002
3675653527,The Larkin Early Education Service,53.360821900000005,-6.243079599999999
3869168995,H5 computer lab,53.431731600000006,-6.137508600000001
4310122325,Coláiste Chilliain,53.32394140000001,-6.4028846
4310122328,Gaelscoil Chluain Dolcáin,53.32351460000001,-6.402076700000001
4420684271,Talbot Senior National School,53.326224499999995,-6.413746200000001
4420684272,Scoil Nano Nagle,53.326182700000004,-6.413003700000001
5188639665,Unnamed Schools,53.4606536,-6.245489900000001
5262079721,St. Joseph's Senior & Junior Co-ed National School,53.401056000000004,-6.2707695
5337558048,Scoil an tSeachtar Laoch,53.3914486,-6.264783399999999
5801753353,Lycée Français d'Irlande,53.27920699999999,-6.176140099999998
6223902788,Saint Patrick's Choir School,53.3391955,-6.272187399999999
6958681671,Ashfield College,53.2867175,-6.239450000000001
8068766918,St. Fiachra's Junior National School,53.38733950000001,-6.226009199999999
9420801164,Gaelscoil Bhaile Munna,53.3982616,-6.256122300000001
10614580122,Dún Laoghaire Educate Together,53.28724340000001,-6.1544158
10941977796,St. Patrick’s Boys’ National School,53.4937959,-6.1352252
10941977797,Scoil Phadraic Cailini,53.4927348,-6.135544399999999
12012352251,Hedley Park Montessori School,53.3387398,-6.249652499999999
12260783883,Rosmini Community School,53.3714432,-6.2477041
12318441330,Wise Little Owls,53.2883585,-6.2045366
13127959247,Gaelscoil Áine,53.3732942,-6.264028700000001
13570527014,The Dublin Academy of Education,53.28838319999999,-6.198492800000002
13922852201,CBS Westland Row,53.3429928,-6.2486979
4491082,Saint Francis Xavier National Schools,53.38295679092095,-6.383135265745335
7839824,Saint Mac Dara's Community College,53.297730102460804,-6.328610376431397
8053294,Coláiste de hÍde,53.30118512523674,-6.349107250201317
8584472,St Tiernans Community School,53.282140848234754,-6.2395286857353645
8590201,Queen of Angels Primary School,53.276584061776404,-6.225863322274776
8590214,St Olaf's National School,53.28254273975925,-6.226507130449247
9828150,Bishop Galvin National School,53.29841278397743,-6.318214218881807
9828151,Bishop Shanahan National School,53.29803478558311,-6.318494527695838
11842089,Greenhills College,53.30736454391777,-6.335413474898372
12208787,Scoil Oilibhéir,53.38723538797952,-6.3977224948016875
12208794,Coolmine Community School,53.38796405007816,-6.396132944496105
20654009,Scoil Mhuire,53.23618386475272,-6.12172156424446
21263216,St Anne's National School,53.23411855067202,-6.128604070588659
21568577,Presentation College,53.19187545102512,-6.102140062367818
22484988,Oatlands College,53.29216582306193,-6.204453626079311
22516182,Mount Anville School,53.29197593344877,-6.223684285928168
22673351,Notre Dame Des Missions,53.293621355806806,-6.25163424527757
22704065,Mount Anville National School,53.28945163727805,-6.2175404095401765
22724922,Rathmichael National School,53.235889959030594,-6.127372602378563
22962787,De La Salle College Churchtown,53.29740574754093,-6.263919580632211
23015925,Wesley College,53.276188433155156,-6.240511092034306
23386084,Saint Colmcille's National Schools,53.45826433313631,-6.214404092413731
23565039,Loreto High School Beaufort,53.29275595302132,-6.2840791862454655
23565040,Saint Mary's Boys National School,53.29501996189966,-6.283969766281392
23565045,Rathfarnham Educate Together National School,53.291757792109294,-6.274878307302431
23594606,St Peter's School,53.31091187590169,-6.26959993167583
23645985,Taney National School,53.28853237630221,-6.237965041340002
23688824,Saint Patrick's Girls' National School,53.200222853851955,-6.108620689450515
23815465,Alexandra College,53.31096938269805,-6.250448463563837
23977323,Saint Joseph's Junior Education Centre,53.31520271609149,-6.247661476651454
23977325,Saint Conleth's College,53.32796302965505,-6.2405669960658114
23983784,Milltown Park,53.318114026470916,-6.244819960186376
23983786,Sandford Park School,53.321765613786596,-6.24995782256648
23997652,Our Lady's Grove,53.300567496918795,-6.235970218545993
24003628,St Benildus College,53.28399183509948,-6.222402493884576
24033774,St Mary's National School,53.27903350983344,-6.288756890215306
24034361,Our Lady's National School,53.301648773100474,-6.249106931211062
25411073,Holywell Educate Together National School,53.44459021003197,-6.208594898805858
25939649,St Colmcille's Community School,53.27808540854972,-6.315144897000747
25940283,Saint Colmcille's National School,53.284214713165525,-6.316248409547341
25941747,Ballyroan Boys National School,53.2862199733055,-6.294585911871257
25941762,Coláiste Éanna C.B.S.,53.28549897629806,-6.298367446154103
26163533,Holy Rosary National School,53.27311364158401,-6.348162872490997
26472640,St Laurence O'Toole National School,53.28853473950541,-6.206878959143881
26840629,St. Kilian's German School,53.303298301195994,-6.229339759438336
27205609,Holy Child National School,53.38570165994017,-6.246155013648486
27220217,Saint Catherine's Primary School,53.34159062286789,-6.2827700224912935
27395852,Holy Family National School,53.45226897336474,-6.241883525732213
27428580,"Saint Patrick's National School, Diswellstown",53.36912734317681,-6.387487442588186
27428622,Scoil Thomáis,53.37815934843417,-6.377970693481307
27428782,Castleknock Community College,53.37160446139909,-6.391366563627887
27823981,Saint Philip's National Schools,53.38997679515592,-6.4073314201098714
28293710,Ratoath Senior National School,53.502502625215556,-6.464970442386667
28294410,Ratoath College,53.49893151967367,-6.457749943406472
28480800,Saint Paul's National School,53.50272134831003,-6.452643493785179
28574689,Scoil Carmel National School,53.285113273173415,-6.337416431590088
28776752,Unnamed Schools,53.37825041381688,-6.0666860512021366
32228237,Loreto College,53.45408738877764,-6.244799549946552
32744490,Ranelagh Multi-Denominational School,53.326784685275484,-6.257837753725144
33125876,Santa Sabina Dominican College,53.3869650206234,-6.100666044270724
33756644,St. Paul's College,53.37342955232932,-6.190720566161879
33968148,Holy Faith Clontarf,53.3601414647993,-6.197759233406786
34000206,Manor House School,53.378173916880854,-6.172250917880649
35694272,Confey College,53.37272244986554,-6.497478927953656
35694277,Unnamed Schools,53.370376880348985,-6.487823375066072
35694297,Scoil Chearbhaill Uí Dhálaigh,53.36585432897924,-6.494754981448565
36933600,Marian College,53.333283543970886,-6.226310676898223
37710530,Saint Catherine's National School,53.37012546288133,-6.307464115379778
37791696,Saint Dominic's College,53.37100566622301,-6.308405499145187
37826846,Unnamed Schools,53.367966351455706,-6.313949096412713
38553163,Castleknock College,53.369135321242545,-6.368186232160027
38683320,Unnamed Schools,53.30658635585644,-6.369907809316029
38695303,Saint Cronan's Boys' National School,53.19890733332785,-6.107780927066836
38695378,Loreto College,53.19631759432122,-6.1061003877666105
38695972,Woodbrook College,53.21572215749034,-6.1216250244053265
39472463,Skerries Community College,53.579135491957416,-6.115811608892664
39472465,Saint Patricks Primary School,53.57790565145475,-6.109738757631492
39473971,Réalt na Meara Primary School,53.58043650624639,-6.121041776263005
39955589,Saint Theresa's,53.603647581913535,-6.174640819402665
41455651,Old Bawn Community School,53.28330846356337,-6.37104336077294
41522871,Saint Martin de Porres N.S,53.27502475203484,-6.37167125794786
41522876,Scoil Naomh Maelruan,53.27766801025603,-6.362684329552041
41526255,Scoil Santain,53.28427588288296,-6.347402605280179
42879548,St Raphaela's,53.282381056747454,-6.205394086677586
43720720,"Scoil Bhríde, Kilbride",53.45055712912501,-6.393408011497743
44387162,Saint Louis High School,53.32162498246255,-6.270204053222685
44491163,Alexandra College Residence,53.31814260610522,-6.262140301307058
44582147,Saint Mary's College C.S.Sp.,53.32734658091517,-6.266680930815743
46427939,Lucan Community College,53.34750151141947,-6.449019780140314
46769580,Griffeen Valley Educate Together National School,53.34135287039192,-6.433302014462165
47016688,Bayside National School,53.38956320290431,-6.147126904041352
47912637,CBC Monkstown,53.29058567221639,-6.148672443995185
47975915,Dominican Convent,53.29221928393659,-6.138121931698465
48204015,Saint Vincent's Secondary School,53.36796138475538,-6.275094035249084
48484751,Aghards National School,53.348949404644515,-6.549615721732198
49251593,Scoil na Mainistreach,53.33986110827804,-6.554669195290278
49339144,Loreto Primary School,53.280400701622604,-6.101194777489876
49406250,Unnamed Schools,53.2704938554646,-6.208093571735074
49870835,Dublin West Education Centre,53.29162003450714,-6.3661814317469565
50638572,Dunboyne National School,53.41909440140754,-6.471186195719127
50638573,Saint Peter's College,53.419076258780606,-6.4688161408638996
51179789,St Michael's College,53.31900434789609,-6.2180292970618956
51343339,Saint Cronan's National Schools,53.45905253542688,-6.23582353937035
51487552,Holy Family National School,53.28638848710048,-6.1536849612951485
51514496,Portmarnock Community School,53.4311915983183,-6.137565714536039
51516638,St. Helen's National School,53.43929957583302,-6.135692440878158
51547233,Glasnevin National School,53.37268800196818,-6.26733678167691
51706147,Rolestown National School,53.49168732723026,-6.300399794416175
51707142,Pope John Paul II School,53.45423685281653,-6.169138481720606
51733554,Harcourt Terrace Educate Together National School,53.324458558043894,-6.266457125952048
51832195,Colaiste Choilm Swords,53.45228949868599,-6.226379613846022
51894222,Unnamed Schools,53.298000446812665,-6.318290011606142
51909260,St Fintan's High School,53.39008425474767,-6.118177358606919
52036160,Skerries Educate Together National School,53.583456840456726,-6.13483207322541
52067552,Our Lady of Good Counsel School,53.330322756653686,-6.317659395020804
52117339,Saint Kevins Community College,53.352768211798214,-6.405904442759733
52172979,Holy Child Killiney Girls School,53.25220730205952,-6.114782810769442
52175969,St Fintan's National School,53.38032941543519,-6.095203920490155
52249534,Sutton Park School,53.3768701744388,-6.093182497827493
52358555,Malahide Community School,53.43853992329713,-6.15302853200435
52577033,Saint Kevins Primary School,53.2764565510993,-6.137844238775142
52586451,Scoil San Carlo (Junior),53.37057945587183,-6.4873884905850385
52586454,Scoil San Carlo (Senior),53.37033595894188,-6.488446184639861
52674370,Dalkey School Project National School,53.274898266965394,-6.13339343717074
52825446,Saint Finian's Community College,53.46529662232475,-6.223954738964804
53115553,Kingswood Community College,53.30589930065837,-6.371764129067379
53348949,Saint Columbanus National School,53.247102037501946,-6.126987644595849
53361665,Cabinteely Community School,53.26235195786426,-6.146578783380374
53361676,Our Lady of Good Counsel Schools,53.264320110240405,-6.13879165648077
53780556,Scoil Naithí,53.282378461702876,-6.261676581495224
53799445,St. Nicholas Montessori,53.292010357310986,-6.131316399720948
54242896,Loreto College Foxrock,53.27309917895605,-6.176870917972008
54774070,Solas Chríost National School,53.29808764128189,-6.385662323328839
54850837,Blackrock College,53.305100092380215,-6.192719001936567
55239670,Saint Mary's National School,53.26420052420897,-6.229583231124477
55384051,Rath Dara Community College,53.401685023870144,-6.379891099819333
56007678,Scoil Chaitríona,53.373583389430024,-6.262236397678523
57681527,St. Patrick’s National Schools,53.49344011822425,-6.13546179657728
57706549,Tallaght Community School,53.29409733094898,-6.33941584970044
57706554,Saint Joseph's Special School,53.29518074628446,-6.340402784721144
57706556,Scoil Iosa,53.29908052095981,-6.347149302977334
57706558,Scoil Aonghusa,53.29295229956186,-6.345357124392202
57805541,Blakestown Community School,53.39592193604412,-6.40275695856004
58095321,Scoil Lorcáin,53.296548785306314,-6.165003564768319
58408286,Castle Park School,53.283199287671835,-6.109048629570099
58698009,Scoil Mhuire,53.35134588519181,-6.466953183252541
60205313,Coláiste Eoin / Coláiste Íosagáin,53.30207300296159,-6.204873374013858
60798865,Kilternan Church of Ireland National School,53.242764503215156,-6.200249188187865
60798874,Our Lady of the Wayside National School,53.23569657141314,-6.195590583203683
61690864,Saint Gerard's,53.203939420408304,-6.132635932878595
61786712,Harolds Cross Primary School / Scoil Mológa,53.31719093388455,-6.285741808610934
63799813,Edmondstown National School,53.26880861808418,-6.299312229893064
68233669,Saint Nicholas of Myra National School,53.4208827829561,-6.174868952335511
68451820,Scoil an Duinnínigh,53.44678685036681,-6.200160254176893
70799689,Mount Temple Comprehensive School,53.368489899203375,-6.220867476394829
71330738,Pobalscoil Iosolde - Palmerstown Community School,53.34826491004047,-6.375951508086079
71330740,St Bridget's Girls' National School,53.35209735523646,-6.369629700813185
71418387,St Lorcan's Boys' National School,53.35253738541795,-6.368506043298671
71811845,Gonzaga College,53.31654353031923,-6.249437684273845
72472891,Edmund Rice College,53.389454347941516,-6.372647875730869
72693714,Castleknock National School,53.37412422880011,-6.362313357937196
72693717,Saint Brigid's National School,53.37488640103512,-6.361919649506962
73496957,St. Mary's BNS,53.36010372638078,-6.442401045958626
73575270,Saint Brigid's National Schools,53.3844891549047,-6.373189972438382
74190031,Unnamed Schools,53.39517630713046,-6.309891927893903
74190111,Unnamed Schools,53.39633178979726,-6.309139170875069
77817065,Glenasmole National School,53.24539993873475,-6.357584099864969
80512831,Unnamed Schools,53.398805697232945,-6.376582709257216
80955955,Saint Sylvesters Infant School,53.44966227033264,-6.16368477037913
81339063,Unnamed Schools,53.39783668883885,-6.400533594546825
81604318,Castaheany Educate Together National School,53.39352597158483,-6.4425161735927245
81604352,St. Benedict's National School,53.39339276997075,-6.440357511873389
81796961,Archbishop Ryan National School,53.34044407174579,-6.41562064039738
82236066,Saint Mochta's National School,53.38201916742933,-6.405046724766727
84895290,St Brigid's National School,53.28519357156364,-6.196353253202272
84901246,Newpark Comprehensive Secondary School,53.2893059795573,-6.172465633504916
87059242,Unnamed Schools,53.198097007230885,-6.1106993618785115
87059266,Unnamed Schools,53.1983453282551,-6.125040946841741
89663349,Gaelscoil Shliabh Rua,53.25647689052856,-6.188374436321997
89663428,Holy Trinity National School,53.262194550547854,-6.19646569656773
93268056,Saint Brigid's Girls National School,53.26129918409787,-6.161343071201065
97219818,Scoil Gráinne,53.397323507823806,-6.437141811055769
97421866,Unnamed Schools,53.404515866750096,-6.424642481032038
98473862,St. Mary's N.S.,53.515760690648406,-6.398600695703637
100167814,St Laurence's Junior National School,53.39799351805103,-6.138012187691885
103284064,Gaelscoil Thaobh Na Coille,53.25981379671476,-6.215134928862418
103655346,Saint Columba's College,53.266023269637515,-6.271937256894864
106056167,Our Lady's Secondary School,53.30027145216706,-6.296807778473884
