SA_PUB2022,walk_node_id,Dublin_City_Centre_(CBD)_min,IFSC___Docklands_min,Sandyford_Business_District_min,Dublin_Airport_min,Blanchardstown_min,Tallaght_min,min_travel_time_min,nearest_destination
267035011/01,10778237444,62.381416969696986,64.83476363636366,52.058615384615365,79.76127303167426,70.45747724941727,30.431145454545426,30.431145454545426,Tallaght_min
268083004,196269175,24.608560000000008,23.05917333333334,59.65407513227511,46.32646925925925,44.490973333333315,53.219904364654965,23.05917333333334,IFSC___Docklands_min
267147026,11302932514,53.86828761904762,52.31890095238096,66.84515428571429,70.92400431372555,64.29667274725276,26.005109743589756,26.005109743589756,Tallaght_min
267104027,5825389327,55.20547384615387,46.305073846153874,87.61466051282044,50.72448717948721,80.75636717948711,85.0815871794871,46.305073846153874,IFSC___Docklands_min
268022003,5421563183,31.18131111111111,33.80585777777778,66.45424909090907,38.46135999999999,49.83770666666666,68.9783479432624,31.18131111111111,Dublin_City_Centre_(CBD)_min
267143011,10124592035,58.62119254769922,57.07180588103256,54.28126909090909,80.33910180695847,65.77691924585218,25.750587450980394,25.750587450980394,Tallaght_min
267142002,8555229546,44.42667934959351,42.87729268292684,63.1011993495935,60.74952366331901,57.26016012997255,27.880377575757574,27.880377575757574,Tallaght_min
268157010,3895050805,20.995078742138368,25.0998120754717,55.84264783304745,27.381300215053777,37.99818848572811,65.84977294503692,20.995078742138368,Dublin_City_Centre_(CBD)_min
267028046,25961862,32.956691666666664,34.44475833333333,70.10434500000001,57.712054259259254,26.57326894366197,63.78174894366196,26.57326894366197,Blanchardstown_min
267122017,10299475695,51.946008484848484,51.13268848484849,47.66957768025078,74.39998441077442,76.63115515151516,80.46922588322249,47.66957768025078,Sandyford_Business_District_min
267108003,4687322689,19.444758260869566,17.895371594202896,54.49027339314469,41.16266752012882,37.093563240380234,42.516967131782934,17.895371594202896,IFSC___Docklands_min
267092055/03,2368308820,39.70163666666666,42.61112000000001,12.38912,65.87841592592594,68.10958666666667,53.85032384615384,12.38912,Sandyford_Business_District_min
268117013,13191865302,22.39844903954802,20.58512903954802,34.464019710144925,43.85242496547394,46.08359570621469,44.920708505747136,20.58512903954802,IFSC___Docklands_min
268085009,6188736393,19.33068761904762,17.781300952380953,54.376202751322744,41.048596878306874,39.21310095238095,40.53870095238095,17.781300952380953,IFSC___Docklands_min
