id,name,lat,lon,walk_node_id,snap_distance_m
205345576,Ballyfermot College of Further Education,53.34017285537435,-6.352035456400818,9394693649,22.716226762190644
220467074,UCD Michael Smurfit Graduate Business School,53.295871204383374,-6.184351131518995,12996472926,19.84947722044103
228188022,RCSI Reservoir House,53.27851390033685,-6.2097616493306615,13370086070,17.023402810188703
228288222,College of Computing Technology,53.34606162208941,-6.258761477346507,5281437649,14.73951322363689
231211917,Instituto Cervantes Dublin,53.34197807227233,-6.251392607602448,132545421,5.863576208325282
255385171,Kylemore College,53.34497158108749,-6.3513458302108425,9211896734,11.652426717415741
255441559,Ballyfermot Training Centre,53.346891140501576,-6.350398384775256,12793767490,4.835520700699158
272334667,Rathmines College,53.32406975393624,-6.264746969550142,12330394351,23.439779606048802
273193860,Pearse College of Further Education / St Kevin's College,53.32726918601793,-6.294901424120905,3592760640,13.5944247664428
289746896,College of Amenity Horticulture,53.37278795212435,-6.268953569558806,8958323282,15.993898397734254
303879591,Rathmines College,53.32377240193314,-6.270125123885473,8907165240,17.588787999902006
307403825,Dublin Institute for Advanced Studies,53.331217707030845,-6.245887157883167,8665899385,22.326910567853695
311466843,Trinity College Dublin,53.34372999589318,-6.254612053815789,3810498768,13.207820300345917
312204496,"Trinity Biomedical Sciences Institute (Trinity College, Dublin)",53.343379032656976,-6.247227234153791,2744855953,11.162368865953887
334114102,Royal Irish Academy of Music,53.34234072874133,-6.249729586349489,1794677957,18.63701764682094
365974511,"Westland Square (Trinity College, Dublin)",53.34379475293961,-6.246791089861999,13945093902,10.829795214682457
365974513,Unnamed Universities/Colleges,53.342026320587934,-6.250144295355156,5931570693,10.072558327314315
373212206,Dublin City University Innovation Campus,53.37645157152944,-6.270683815654437,6306424974,36.13263951845082
387127471,"Institute of Art, Design + Technology",53.28014678108088,-6.152220276727848,4631122342,11.002213331419195
394471655,Hibernia College Dublin,53.341127295902176,-6.246655612656984,3971842206,15.00281258124155
399497657,Pearse College of Further Education,53.32535694364658,-6.294276645800302,3592760689,30.994608527864408
400577194,Colaiste Íde College of Further Education,53.38685567594723,-6.311783603216621,6795635491,27.2575162123751
422019541,American College Dublin,53.34120412685368,-6.250323826224479,6007141334,13.654700916597058
426304549,Law Society of Ireland,53.348732312220754,-6.283532565404864,4675836839,69.57954045372561
445181517,SIPTU College,53.33863534412572,-6.303546987928617,4426509394,20.955513258283993
445731756,Coláiste Dhúlaigh College of Further Education,53.38652932041063,-6.158903020686073,4431092020,49.95955862207144
446245570,"City of Dublin FET College, Finglas",53.39984028122832,-6.2888811487508285,4435651136,24.722489932335144
479953179,Coláiste Dhúlaigh College of Further Education,53.39678017052563,-6.212419947386363,3261658574,35.598153753802535
479958833,Larkin Community College,53.352057166145855,-6.257584007624109,5429742370,29.483528686823192
485625589,Inchicore College of Further Education,53.34027266665413,-6.3122931121124655,2861487078,20.148386189116767
491190128,Marino College of Further Education,53.35514116756944,-6.245331438181744,3677043350,11.230321473323885
491225681,"Technological University Dublin, Aungier Street Campus",53.33879491266066,-6.267349757589511,10602691740,19.695649197493744
495994503,Liberties College,53.34089600123691,-6.2712097411539,4877121834,14.892177614781112
518057993,Baldoyle Training Centres,53.3929638567149,-6.152262749564414,3097701826,24.189293498111294
610557622,Fáilte Ireland Catering College,53.353707286489445,-6.24660138824505,3374507460,14.055075299402544
660021255,City of Dublin FET College Crumlin (Youthreach),53.32077379175309,-6.308444128000978,4896198741,13.580159254326151
662482281,Unnamed Universities/Colleges,53.38674930999286,-6.191665164616306,4794379658,30.8328580010982
673093546,Whitehall College Of Further Education,53.37287339437102,-6.263820560191322,7998053478,10.440112756913098
682161871,Greenhills College of Further Education,53.30790390036691,-6.335750272452473,11906964010,5.601468234149878
725896114,Clondalkin Education Centre,53.32161775821746,-6.391157790659491,8951456760,44.498685783704175
942374908,Youthreach,53.40460837158296,-6.215110886062947,840036917,25.65834643304727
944252767,Dunboyne College of Further Education,53.426675215610736,-6.474699687268925,392463760,9.531829481814833
986822412,Teagasc Kinsealy Centre,53.42253812540139,-6.1733474957519965,9121498793,141.0514929698324
1083778149,Warrenmout Community Education Centre,53.33635378999455,-6.276211506410362,10652876038,12.142483016366837
1084322029,TU Dublin - Conservatory of Music and Drama,53.34093914580788,-6.262767096137335,907187016,2.679870545324334
1086505082,UCD Perinatal Research Centre - temporarily closed,53.33944732177769,-6.245056598031489,712909745,11.307761470575796
1101491448,National College of Ireland - Campus 2,53.34913917696611,-6.239215825630652,566889788,34.89418420181941
1267505607,Coláiste na hÉireann,53.34161577704975,-6.251091024503144,4060012788,21.320917403011208
4033024,National College of Ireland - Campus 1,53.348764055921,-6.242778945734373,13915581975,44.85729828552903
4203256,Royal College of Surgeons in Ireland,53.33946736591788,-6.263370064765527,11656977680,10.535532101575585
4260436,University College Dublin (Belfield Campus),53.306795821180046,-6.223774326655361,541497678,1.3343873475586405
4432957,"School of Nursing and Midwifery (Trinity College, Dublin)",53.346668887150656,-6.257620961875355,2368298078,25.754327972605704
4473549,University College Dublin - Lyons Research Farm,53.30053216690772,-6.532744155774207,530887674,271.173244641232
4816906,Coláiste Dhúlaigh College of Further Education,53.38275499422309,-6.18329234930269,3469730120,3.0695382561033804
5467501,Dublin City University All Hallows Campus,53.37123873305602,-6.248668445197857,1590810292,5.966748710082092
7241980,Kimmage Manor,53.30872737827043,-6.308585282009664,2585178001,3.1566715386103037
11223485,Technological University Dublin - Grangegorman Campus,53.35496925357134,-6.2810744200150594,12537393846,28.633084011535026
