SA_PUB2022,walk_node_id,Dublin_City_Centre_(CBD)_min,IFSC___Docklands_min,Sandyford_Business_District_min,Dublin_Airport_min,Blanchardstown_min,Tallaght_min,min_travel_time_min,nearest_destination,T15_1_NC,T15_1_TC,no_car_rate,ED_ID_STR,ED_ENGLISH,COUNTY_ENGLISH,ed_deprivation_score,ed_deprivation_category,need_percentile,access_percentile,quadrant,desert_severity_index
267103004/05,4851794359,40.71936,39.16997333333334,75.76487513227512,62.43726925925928,41.58107846153846,50.79491243243243,39.16997333333334,IFSC___Docklands_min,11,76,0.14473684210526316,267103,LUCAN-St. HELENS,SOUTH DUBLIN,8.53,Marginally Above Average,0.4756394640682095,0.15976451481932608,Low-priority gap,0.31587494924888343
268110002,9338957688,22.97097275362318,22.546929195402296,45.83224363636364,40.67741956577268,49.82278608695653,59.14958608695654,22.546929195402296,IFSC___Docklands_min,33,84,0.39285714285714285,268110,PEMBROKE EAST A,DUBLIN CITY,0.03,Marginally Above Average,0.8775883069427527,0.7653268371904182,"Well-served, high-need",0.11226146975233453
267132018,2986585087,41.89884561403508,37.84617894736844,77.97243228070175,33.932258947368425,63.96413894736841,68.2893589473684,33.932258947368425,Dublin_Airport_min,4,98,0.04081632653061224,267132,SWORDS-FORREST,FINGAL,5.61,Marginally Above Average,0.1421031262687779,0.3057247259439708,Low-priority gap,-0.1636215996751929
267139001,652847805,47.27092021164023,45.72153354497357,47.81608215053764,68.98882947089946,51.7746443874644,10.108266666666673,10.108266666666673,Tallaght_min,81,243,0.3333333333333333,267139,TALLAGHT-GLENVIEW,SOUTH DUBLIN,-3.39,Marginally Below Average,0.8165854648802273,0.9778725131952903,"Well-served, high-need",-0.16128704831506302
268135013,564540033,26.131925901639345,28.585272568306014,38.61592571428572,51.85256849423194,52.983739234972674,33.34871294117647,26.131925901639345,Dublin_City_Centre_(CBD)_min,34,70,0.4857142857142857,268135,RATHMINES WEST D,DUBLIN CITY,12.09,Affluent,0.929760454730004,0.6258627689809175,"Well-served, high-need",0.3038976857490865
268134002,258599298,31.071201159420298,36.605265714285714,33.328416124031015,59.87256164021164,59.64852229417205,45.40288760483297,31.071201159420298,Dublin_City_Centre_(CBD)_min,16,85,0.18823529411764706,268134,RATHMINES WEST C,DUBLIN CITY,14.28,Affluent,0.5705440519691434,0.4208282582216809,Transit Desert,0.14971579374746247
267124003,566457904,41.01104444444445,40.19772444444445,34.75259666666666,63.465020370370375,65.69619111111112,54.206324444444455,34.75259666666666,Sandyford_Business_District_min,5,103,0.04854368932038835,267124,STILLORGAN-DEERPARK,DUN LAOGHAIRE/RATHDOWN,12.27,Affluent,0.17143727161997563,0.2750710515631344,Low-priority gap,-0.10363377994315875
267010004,7794371309,51.20137815602836,53.82942666666666,35.482423908045995,69.02663946524065,70.96108926522756,43.05469333333333,35.482423908045995,Sandyford_Business_District_min,5,99,0.050505050505050504,267010,BALLINTEER-MARLEY,DUN LAOGHAIRE/RATHDOWN,7.62,Marginally Above Average,0.17945594803085668,0.2527405602923264,Low-priority gap,-0.0732846122614697
267116010,8332477325,48.89513333333331,51.34847999999998,41.76008888888888,68.50515918552036,70.43960898550723,40.36593913043477,40.36593913043477,Tallaght_min,12,82,0.14634146341463414,267116,RATHFARNHAM-St. ENDA'S,SOUTH DUBLIN,5.52,Marginally Above Average,0.47898903775883067,0.13987007714169708,Low-priority gap,0.3391189606171336
267068001,667939546,45.18306545454546,44.038416445536456,51.07716615384617,67.3057123714624,70.6851602693603,80.15411688555348,44.038416445536456,IFSC___Docklands_min,22,130,0.16923076923076924,267068,DUN LAOGHAIRE-GLASTHULE,DUN LAOGHAIRE/RATHDOWN,6.17,Marginally Above Average,0.5300446609825417,0.09094600081201787,Transit Desert,0.4390986601705238
268129025,8843274788,20.73406607843137,19.920746078431364,30.552784927536223,43.1880420043573,45.41921274509805,49.25728347680536,19.920746078431364,IFSC___Docklands_min,18,94,0.19148936170212766,268129,RATHMINES EAST B,DUBLIN CITY,13.88,Affluent,0.5757206658546488,0.8404384896467723,"Well-served, high-need",-0.2647178237921235
268105016/02,4890668122,9.890971228070176,16.404971228070174,44.6394736523126,37.77904666666666,30.594725394736848,55.32182031897926,9.890971228070176,Dublin_City_Centre_(CBD)_min,40,60,0.6666666666666666,268105,MOUNTJOY B,DUBLIN CITY,4.4,Marginally Above Average,0.9885302476654486,0.9799025578562728,"Well-served, high-need",0.008627689809175831
268020003,2682639435,30.979117575757584,35.08385090909091,67.48501999999999,31.12469523809525,35.86847757575758,73.8623819047619,30.979117575757584,Dublin_City_Centre_(CBD)_min,14,96,0.14583333333333334,268020,BALLYMUN F,DUBLIN CITY,-0.02,Marginally Below Average,0.47807551766138856,0.425700365408039,Low-priority gap,0.052375152253349544
268129016,259594847,32.828439411764705,32.0151194117647,39.16957142857142,55.28241533769065,57.5135860784314,54.07986666666668,32.0151194117647,IFSC___Docklands_min,19,128,0.1484375,268129,RATHMINES EAST B,DUBLIN CITY,13.88,Affluent,0.4827446203816484,0.3822574096630126,Low-priority gap,0.10048721071863581
268119010,4523227747,38.83892666666667,41.46347333333335,74.72306,53.682198479532175,65.5510486757991,84.57207333333331,38.83892666666667,Dublin_City_Centre_(CBD)_min,26,82,0.3170731707317073,268119,PRIORSWOOD C,DUBLIN CITY,-17.22,Disadvantaged,0.7930369468128299,0.16747868453105963,Transit Desert,0.6255582622817702
267048004,13283045445,37.742490965732095,37.56250429906542,73.74523510198513,60.82980022499133,47.53977571644041,45.23216666666664,37.56250429906542,IFSC___Docklands_min,8,92,0.08695652173913043,267048,CLONDALKIN-CAPPAGHMORE,SOUTH DUBLIN,-15.86,Disadvantaged,0.31983353633779943,0.1969143321153065,Low-priority gap,0.12291920422249292
267100062,11380030090,28.28998666666666,26.740599999999997,63.33550179894179,50.00789592592592,29.15170512820512,47.26479333333332,26.740599999999997,IFSC___Docklands_min,2,91,0.02197802197802198,267100,LUCAN-ESKER,SOUTH DUBLIN,6.45,Marginally Above Average,0.067092976045473,0.6041412911084043,"Well-served, low-need",-0.5370483150629313
267104020,366669520,54.51376717948718,45.613367179487184,86.92295384615385,50.03278051282052,80.06466051282051,84.38988051282051,45.613367179487184,IFSC___Docklands_min,3,116,0.02586206896551724,267104,LUSK,FINGAL,2.77,Marginally Above Average,0.0832318311002842,0.07856272838002432,Low-priority gap,0.004669102720259888
268003011,130234348,15.682138461538466,15.502151794871798,51.68488259779149,38.769447720797736,34.21552588235294,50.25864000000001,15.502151794871798,IFSC___Docklands_min,56,102,0.5490196078431373,268003,ARRAN QUAY C,DUBLIN CITY,8.13,Marginally Above Average,0.953613479496549,0.9187982135606984,"Well-served, high-need",0.0348152659358506
