table_name,field_name,language,translation,record_id,field_value
stops,stop_name,ga,Baile an Chartha,8510B558441,
stops,stop_name,ga,Baile an Cheantaigh,8310B1326301,
stops,stop_name,ga,Baile an Cheantaigh,8310B134621,
stops,stop_name,ga,Baile an Cheantaigh,8310B1378501,
stops,stop_name,ga,Baile an Cheantaigh,8310B1379301,
stops,stop_name,ga,Baile an Chinnéidigh,8350DB004653,
stops,stop_name,ga,Baile an Chinnéidigh,8350DB004659,
stops,stop_name,ga,Baile an Chiotaigh,8240DB000566,
stops,stop_name,ga,Baile an Chiotaigh,8240DB000568,
stops,stop_name,ga,Baile an Chláir,829000042,
stops,stop_name,ga,Baile an Chláir,829000043,
stops,stop_name,ga,Baile an Chócaigh,8230GA00338,
stops,stop_name,ga,Baile an Chócaigh,8230GA00339,
stops,stop_name,ga,Baile an Chócaigh,8350DB004190,
stops,stop_name,ga,Baile an Chócaigh,8350DB004192,
stops,stop_name,ga,Baile an Chollaigh,8380B2442901,
stops,stop_name,ga,Baile an Chollaigh,8380B3577401,
stops,stop_name,ga,Baile an Chuainín,8380B2335601,
stops,stop_name,ga,Baile an Chuainín,8380B245181,
stops,stop_name,ga,Baile an Churraigh,842000057,
stops,stop_name,ga,Baile an Churraigh,842000058,
stops,stop_name,ga,Baile an Daighin,8490B631111,
stops,stop_name,ga,Baile an Daighin,8490B6313601,
stops,stop_name,ga,Baile an Daingin,8340B3307801,
stops,stop_name,ga,Baile an Daingin,8340LL11645,
stops,stop_name,ga,Baile an Dairdisigh,8240DB001633,
stops,stop_name,ga,Baile an Déanaigh,8220DB001600,
stops,stop_name,ga,Baile an Diosualaigh,8240DB004893,
stops,stop_name,ga,Baile an Diosualaigh,8240DB007031,
stops,stop_name,ga,Baile an Dodaigh,8440B353301,
stops,stop_name,ga,Baile an Dodaigh,8440B353481,
stops,stop_name,ga,Baile an Doire,8420B351361,
stops,stop_name,ga,Baile an Doire,8420B351411,
stops,stop_name,ga,Baile an Doirín,8470B530201,
stops,stop_name,ga,Baile an Doirín,8470B5302801,
stops,stop_name,ga,Baile an Drácaigh,8310B1072401,
stops,stop_name,ga,Baile an Drácaigh,8310B1378201,
stops,stop_name,ga,Baile an Droichid,834000087,
stops,stop_name,ga,Baile an Droichid,8340B331181,
stops,stop_name,ga,Baile an Droichid,8340B331191,
stops,stop_name,ga,Baile an Droichid,8360B331431,
stops,stop_name,ga,Baile an Droichid,853000086,
stops,stop_name,ga,Baile an Droichid,8530LL15113,
stops,stop_name,ga,Baile an Droichid,8530LL15114,
stops,stop_name,ga,Baile an Dúlaigh,8460B6312101,
stops,stop_name,ga,Baile an Dúlaigh,847000322,
stops,stop_name,ga,Baile an Dúlaigh,8470B520361,
stops,stop_name,ga,Baile an Fhainínigh,8410B3329701,
stops,stop_name,ga,Baile an Fhainínigh,8410B609621,
stops,stop_name,ga,Baile an Fhantaigh,843000069,
stops,stop_name,ga,Baile an Fhantaigh,843000071,
stops,stop_name,ga,Baile an Fhantaigh,8430PB002918,
stops,stop_name,ga,Baile an Fhantaigh,8430PB002919,
stops,stop_name,ga,Baile an Fhaoitigh,8240DB001850,
stops,stop_name,ga,Baile an Fhaoitigh,8240DB001867,
stops,stop_name,ga,Baile an Fhaoitigh,8240DB003771,
stops,stop_name,ga,Baile an Fhaoitigh,8240DB004323,
stops,stop_name,ga,Baile an Fhaoitigh,8410B334341,
stops,stop_name,ga,Baile an Fhaoitigh,8410B3345801,
stops,stop_name,ga,Baile an Fhaoitigh,8410B603061,
stops,stop_name,ga,Baile an Fhraoigh,8330B1032601,
stops,stop_name,ga,Baile an Fhraoigh,8330B1033301,
stops,stop_name,ga,Baile an Fhraoigh,8370B240861,
stops,stop_name,ga,Baile an Fhraoigh,8370B241661,
stops,stop_name,ga,Baile an Gharraí,841000074,
stops,stop_name,ga,Baile an Gharraí,841000075,
stops,stop_name,ga,Baile an Gharraí,8420B333901,
stops,stop_name,ga,Baile an Gharraí,8420B3339101,
stops,stop_name,ga,Baile an Gharraí,843000165,
stops,stop_name,ga,Baile an Gharraí,843000185,
stops,stop_name,ga,Baile an Ghleanna,8450B247591,
stops,stop_name,ga,Baile an Ghleanna,8450B250671,
stops,stop_name,ga,Baile an Haicéadaigh,8240DB003791,
stops,stop_name,ga,Baile an Haicéadaigh,8240DB003825,
stops,stop_name,ga,Baile an Huntaigh,8240DB001863,
stops,stop_name,ga,Baile an Huntaigh,8240DB001871,
stops,stop_name,ga,Baile an Huntaigh,8240DB001872,
stops,stop_name,ga,Baile an Huntaigh,8240DB001874,
stops,stop_name,ga,Baile an Huntaigh,8240DB004765,
stops,stop_name,ga,Baile an Labhrais,8240DB004920,
stops,stop_name,ga,Baile an Labhrais,8240DB004921,
stops,stop_name,ga,Baile an Lachnáin,8250GA00330,
stops,stop_name,ga,Baile an Leasa,8470B550311,
stops,stop_name,ga,Baile an Leasa,8470B550331,
stops,stop_name,ga,Baile an Locha,8310B680031,
stops,stop_name,ga,Baile an Locha,8310B680121,
stops,stop_name,ga,Baile an Locha,8500B150971,
stops,stop_name,ga,Baile an Locha,8500B210321,
stops,stop_name,ga,Baile an Locháin,8250GA00329,
stops,stop_name,ga,Baile an Lóndaigh,8240DB007040,
stops,stop_name,ga,Baile an Lóndaigh,8240DB007041,
stops,stop_name,ga,Baile an Londraigh,8410B3341301,
stops,stop_name,ga,Baile an Londraigh,8410B334281,
stops,stop_name,ga,Baile an Mhábaigh,8240DB003580,
stops,stop_name,ga,Baile an Mhábaigh,8240DB003644,
stops,stop_name,ga,Baile an Mhanaigh,8380B2334401,
stops,stop_name,ga,Baile an Mhanaigh,8380B245601,
stops,stop_name,ga,Baile an Mhóta Láir,8510B553811,
stops,stop_name,ga,Baile an Mhóta Láir,8510B553891,
stops,stop_name,ga,Baile an Mhuilinn,8220DB002815,
stops,stop_name,ga,Baile an Mhuilinn,8220GA00278,
stops,stop_name,ga,Baile an Mhuilinn,8220GA00279,
stops,stop_name,ga,Baile an Mhuilinn,8260B1025401,
stops,stop_name,ga,Baile an Mhuilinn,8260B1030001,
stops,stop_name,ga,Baile an Mhuilinn,8390B558391,
stops,stop_name,ga,Baile an Mhuilinn,8390B637541,
stops,stop_name,ga,Baile an Mhuilinn,8470B3507101,
stops,stop_name,ga,Baile an Mhuilinn,8470B532361,
stops,stop_name,ga,Baile an Mhuilinn T,8350LL14888,
stops,stop_name,ga,Baile an Mhuilinn T,8350LL14889,
stops,stop_name,ga,Baile an Mhuilleora,8260B134061,
stops,stop_name,ga,Baile an Mhuilleora,8260B134081,
stops,stop_name,ga,Baile an Nóglaigh,827000060,
stops,stop_name,ga,Baile an Nóglaigh,827000061,
stops,stop_name,ga,Baile an Oiriún,8350LL14900,
stops,stop_name,ga,Baile an Oiriún,8350LL14901,
stops,stop_name,ga,Baile an Phaslóigh,8240DB001827,
stops,stop_name,ga,Baile an Phaslóigh,8240DB001829,
stops,stop_name,ga,Baile an Phearsúin,8330B138761,
stops,stop_name,ga,Baile an Phearsúin,8330B138811,
stops,stop_name,ga,Baile an Phiarsaigh,834000208,
stops,stop_name,ga,Baile an Phiarsaigh,8340PB14738,
stops,stop_name,ga,Baile an Phoill,827000051,
stops,stop_name,ga,Baile an Phoill,8270B331981,
stops,stop_name,ga,Baile an Phoill,8270B3580801,
stops,stop_name,ga,Baile an Phoill,8460B5335501,
stops,stop_name,ga,Baile an Phoill,8470B520351,
stops,stop_name,ga,Baile an Phrióra,8390B3314101,
stops,stop_name,ga,Baile an Phrióra,8390B331721,
stops,stop_name,ga,Baile an Phrútaigh,831000089,
stops,stop_name,ga,Baile an Phrútaigh,847000147,
stops,stop_name,ga,Baile an Phrútaigh,847000148,
stops,stop_name,ga,Baile an Raithín,8310B1013201,
stops,stop_name,ga,Baile an Raithín,8310B1018901,
stops,stop_name,ga,Baile an Rí,8250DB002975,
stops,stop_name,ga,Baile an Rí,8250DB005171,
stops,stop_name,ga,Baile an Ridire,8240B1002501,
stops,stop_name,ga,Baile an Ridire,8240B1007401,
stops,stop_name,ga,Baile an Ridire,8240B1333201,
stops,stop_name,ga,Baile an Ridire,8390LL10839,
stops,stop_name,ga,Baile an Róba,849000057,
stops,stop_name,ga,Baile an Róba,8490B520491,
stops,stop_name,ga,Baile an Róba,8490B6313001,
stops,stop_name,ga,Baile an Róba Theas,849000501,
stops,stop_name,ga,Baile an Rodaigh,8450LL10853,
stops,stop_name,ga,Baile an Rodaigh,8450LL11877,
stops,stop_name,ga,Baile an Rois,8380B2310101,
stops,stop_name,ga,Baile an Rois,8380B351701,
stops,stop_name,ga,Baile an Róistigh,8340LL11396,
stops,stop_name,ga,Baile an Róistigh,8340LL11402,
stops,stop_name,ga,Baile an Rólaigh,8240DB010378,
stops,stop_name,ga,Baile an Rólaigh,8240DB010379,
stops,stop_name,ga,Baile an Ruáin,8280LL12555,
stops,stop_name,ga,Baile an Sceilg,8390LL10841,
stops,stop_name,ga,Baile an Sceilg,8390LL14920,
stops,stop_name,ga,Baile an Scotaigh,8540LL10173,
stops,stop_name,ga,Baile an Scotaigh,8540LL10175,
stops,stop_name,ga,Baile an sTrutháin,8220GD007841,
stops,stop_name,ga,Baile an Tallúnaigh,8300B107841,
stops,stop_name,ga,Baile an Tallúnaigh,8300B1095801,
stops,stop_name,ga,Baile an Teampaill,8210CO11140,
stops,stop_name,ga,Baile an Teampaill,8210CO11143,
stops,stop_name,ga,Baile an Teampaill,8250DB001036,
stops,stop_name,ga,Baile an Teampaill,8250DB004710,
stops,stop_name,ga,Baile an Teampaill,8340LL11302,
stops,stop_name,ga,Baile an Teampaill,8340LL11303,
stops,stop_name,ga,Baile an Teampaill,8370B2367701,
stops,stop_name,ga,Baile an Teampaill,8370B2370901,
stops,stop_name,ga,Baile an Teampaill,838000087,
stops,stop_name,ga,Baile an Teampaill,838000088,
stops,stop_name,ga,Baile an Teampaill,841000068,
stops,stop_name,ga,Baile an Teampaill,841000069,
stops,stop_name,ga,Baile an Tiobraid,8380B237501,
stops,stop_name,ga,Baile an Tiobraid,8380B2501401,
stops,stop_name,ga,Baile an Tirialaigh,8240DB001546,
stops,stop_name,ga,Baile an Tobair,8490B520651,
stops,stop_name,ga,Baile an Tobair,8490B5503901,
stops,stop_name,ga,Baile an Tóchair,8510B559521,
stops,stop_name,ga,Baile an Tóchair,8510B559541,
stops,stop_name,ga,Baile an Tromáin,834000069,
stops,stop_name,ga,Baile an Tromáin,8340WB11672,
stops,stop_name,ga,Baile an tSagairt,8390LL11512,
stops,stop_name,ga,Baile an tSalainn,830000038,
stops,stop_name,ga,Baile an tSalainn,8300B117961,
stops,stop_name,ga,Baile an tSamhaidh,8470PB14705,
stops,stop_name,ga,Baile an tSásaraigh,8240LL11616,
stops,stop_name,ga,Baile an tSeiscinn,8340LL11326,
stops,stop_name,ga,Baile an tSeiscinn,8340LL11327,
stops,stop_name,ga,Baile an tSíbhrigh,8230DB002550,
stops,stop_name,ga,Baile an tSíbhrigh,8230DB002600,
stops,stop_name,ga,Baile an tSíbhrigh,8230DB008064,
stops,stop_name,ga,Baile an tSíbhrigh,8230GA00395,
stops,stop_name,ga,Baile an tSíbhrigh,8230GA00396,
stops,stop_name,ga,Baile an tSionnaigh,8230DB004561,
stops,stop_name,ga,Baile an tSionnaigh,8230DB004562,
stops,stop_name,ga,Baile an tSionnaigh,8230DB004605,
stops,stop_name,ga,Baile an tSionnaigh,8230DB004629,
stops,stop_name,ga,Baile an tSionnaigh,8230DB007386,
stops,stop_name,ga,Baile an tSléibhe,8250DB003095,
stops,stop_name,ga,Baile an tSléibhe,8250DB003103,
stops,stop_name,ga,Baile an tSratha,8530B631151,
stops,stop_name,ga,Baile an tSratha,8530B6313301,
stops,stop_name,ga,Baile an tSrutháin,8220DB001001,
stops,stop_name,ga,Baile an tSrutháin,8240DB003649,
stops,stop_name,ga,Baile an tSrutháin,8240DB003660,
stops,stop_name,ga,Baile an tSrutháin,8240DB003795,
stops,stop_name,ga,Baile an tSrutháin,8240DB003822,
stops,stop_name,ga,Baile an tSrutháin,8300B103621,
stops,stop_name,ga,Baile an tSrutháin,8300B136681,
stops,stop_name,ga,Baile an Uaiscne,8360B603381,
stops,stop_name,ga,Baile an Uaiscne,8360B603391,
stops,stop_name,ga,Baile Átha an Róine,828000097,
stops,stop_name,ga,Baile Átha Buí,831000030,
stops,stop_name,ga,Baile Átha Buí,8310B1030201,
stops,stop_name,ga,Baile Átha Buí,8310B1358901,
stops,stop_name,ga,Baile Átha Fhirdhia,8300B152311,
stops,stop_name,ga,Baile Átha Fhirdhia,8300B1524401,
stops,stop_name,ga,Baile Átha Í,8260B1355802,
stops,stop_name,ga,Baile Átha Í,8260B136421,
stops,stop_name,ga,Baile Átha Í,8260LL12256,
stops,stop_name,ga,Baile Átha Í,8260LL12257,
stops,stop_name,ga,Baile Átha Troim,8310B1030601,
stops,stop_name,ga,Baile Átha Troim,8310B1358101,
stops,stop_name,ga,Baile Bachaille,8240000567,
stops,stop_name,ga,Baile Bachaille,8240000568,
stops,stop_name,ga,Baile Bachaille,8240LL11602,
stops,stop_name,ga,Baile Bachaille,8240LL11613,
stops,stop_name,ga,Baile Bhaldain,834000070,
stops,stop_name,ga,Baile Bhaldain,834000071,
stops,stop_name,ga,Baile Bhaltair,826000154,
stops,stop_name,ga,Baile Bhaltair,8260LL10120,
stops,stop_name,ga,Baile Bháltair,8310B1367201,
stops,stop_name,ga,Baile Bháltair,8310B137571,
stops,stop_name,ga,Baile Bháltair,8330LL00002,
stops,stop_name,ga,Baile Bháltair,8330LL00011,
stops,stop_name,ga,Baile Bhinn,8310B1011801,
stops,stop_name,ga,Baile Bhinn,8310B1012401,
stops,stop_name,ga,Baile Bhlainséir,8240DB001813,
stops,stop_name,ga,Baile Bhlainséir,8240DB001840,
stops,stop_name,ga,Baile Bhlainséir N3,8240B101281,
stops,stop_name,ga,Baile Bhlainséir N3,8240B1045601,
stops,stop_name,ga,Baile Bhóidín,841000108,
stops,stop_name,ga,Baile Bhóidín,841000109,
stops,stop_name,ga,Baile Bhriain,8320B1028601,
stops,stop_name,ga,Baile Bhriain,8320B1029101,
stops,stop_name,ga,Baile Bhric,8250DB003536,
stops,stop_name,ga,Baile Bhric,8250DB003560,
stops,stop_name,ga,Baile Bhricín,8440B352251,
stops,stop_name,ga,Baile Bhricín,8440B3527201,
stops,stop_name,ga,Baile Bhricín,8440B352911,
stops,stop_name,ga,Baile Bhuirne,8380B3577301,
stops,stop_name,ga,Baile Bhuirne,8380B635121,
stops,stop_name,ga,Baile Brigín,8240B136971,
stops,stop_name,ga,Baile Brigín,8240DB005064,
stops,stop_name,ga,Baile Briotáis,8280B136511,
stops,stop_name,ga,Baile Briotáis,8280B1523301,
stops,stop_name,ga,Baile Buadáin N Éanna,8230DB007968,
stops,stop_name,ga,Baile Buadáin N Éanna,8230DB007974,
stops,stop_name,ga,Baile Chainín,8520LL14245,
stops,stop_name,ga,Baile Chainín,8520LL14246,
stops,stop_name,ga,Baile Chais Bhéarra,838000068,
stops,stop_name,ga,Baile Chais Bhéarra,838000180,
stops,stop_name,ga,Baile Chais Bhéarra,8380B2560201,
stops,stop_name,ga,Baile Chais Bhéarra,8380PB14740,
stops,stop_name,ga,Baile Cháiscín,8380B231321,
stops,stop_name,ga,Baile Chaitín,8380B215811,
stops,stop_name,ga,Baile Chaitín,8380B215821,
stops,stop_name,ga,Baile Chathail,849000073,
stops,stop_name,ga,Baile Chathail,8490B141631,
stops,stop_name,ga,Baile Chathail,8490B141641,
stops,stop_name,ga,Baile Chláir,8470B530311,
stops,stop_name,ga,Baile Chláir,8470B551411,
stops,stop_name,ga,Baile Choitín Láir,8380B237281,
stops,stop_name,ga,Baile Choitín Thiar,8380B237251,
stops,stop_name,ga,Baile Choitín Thiar,8380B237291,
stops,stop_name,ga,Baile Cholla,8280LL12590,
stops,stop_name,ga,Baile Cholla,8280PB001414,
stops,stop_name,ga,Baile Chruaich,8490LL12793,
stops,stop_name,ga,Baile Chruaich,8490PB15282,
stops,stop_name,ga,Baile Chúisin,8310B101031,
stops,stop_name,ga,Baile Chúisin,8310B1332801,
stops,stop_name,ga,Baile Coimín,8350B1333401,
stops,stop_name,ga,Baile Coimín,8350DB004027,
stops,stop_name,ga,Baile Coimín,8350DB004051,
stops,stop_name,ga,Baile Conaola,8470B530431,
stops,stop_name,ga,Baile Conaola,8470B530461,
stops,stop_name,ga,Baile Daighean,8500LL14260,
stops,stop_name,ga,Baile Daighean,8500LL14269,
stops,stop_name,ga,Baile Dáithín,8380B235841,
stops,stop_name,ga,Baile Dháith,834000061,
stops,stop_name,ga,Baile Dháith,8340LL11404,
stops,stop_name,ga,Baile Driú,836000031,
stops,stop_name,ga,Baile Driú,8360LL12357,
stops,stop_name,ga,Baile Dúill Láir,8240DB000913,
stops,stop_name,ga,Baile Dúill Láir,8240DB000928,
stops,stop_name,ga,Baile Eabhrac,8370B246551,
stops,stop_name,ga,Baile Eabhrac,8370B246561,
stops,stop_name,ga,Baile Éamainn,8230DB007440,
stops,stop_name,ga,Baile Éamainn,834000060,
stops,stop_name,ga,Baile Éamainn,8340WB11669,
stops,stop_name,ga,Baile Éamainn,8470PB000857,
stops,stop_name,ga,Baile Éamainn,8470PB14636,
stops,stop_name,ga,Baile Éamainn Duibh,8250DB003502,
stops,stop_name,ga,Baile Éamainn Duibh,8250DB003503,
stops,stop_name,ga,Baile Éamainn Duibh,8250DB003504,
stops,stop_name,ga,Baile Éamainn Duibh,8250DB003523,
stops,stop_name,ga,Baile Éamainn Duibh,8250DB003524,
stops,stop_name,ga,Baile Easa Dara,851000004,
stops,stop_name,ga,Baile Easa Dara,851000021,
stops,stop_name,ga,Baile Easa Dara,8510B558181,
stops,stop_name,ga,Baile Easa Dara,8510B558191,
stops,stop_name,ga,Baile Éide,826000031,
stops,stop_name,ga,Baile Éide,835000025,
stops,stop_name,ga,Baile Éignigh Mór,841000026,
stops,stop_name,ga,Baile Fhoirtcheirn,8230GA00415,
stops,stop_name,ga,Baile Fhoirtcheirn,8230GA00416,
stops,stop_name,ga,Baile Formaid,8220DB002656,
stops,stop_name,ga,Baile Formaid,8220DB002696,
stops,stop_name,ga,Baile Garbháin,8380B247251,
stops,stop_name,ga,Baile Garbháin,8380B247261,
stops,stop_name,ga,Baile Gháine,8310B189001,
stops,stop_name,ga,Baile Gháire,8240000552,
stops,stop_name,ga,Baile Gháire,8240000553,
stops,stop_name,ga,Baile Ghearailt,8240DB000976,
stops,stop_name,ga,Baile Ghearóid,8340B330891,
stops,stop_name,ga,Baile Ghearóid,8380B2361201,
stops,stop_name,ga,Baile Ghearóid,8380B2361202,
stops,stop_name,ga,Baile Ghéin,8330PB00011,
stops,stop_name,ga,Baile Ghéin,8330PB14726,
stops,stop_name,ga,Baile Ghib,8310LL12292,
stops,stop_name,ga,Baile Ghib,8310LL12293,
stops,stop_name,ga,Baile Ghrow,8310B1013101,
stops,stop_name,ga,Baile Ghrow,8310B1019001,
stops,stop_name,ga,Baile Gunnair,844000014,
stops,stop_name,ga,Baile Gunnair,844000027,
stops,stop_name,ga,Baile Hac Íocht,8340LL11316,
stops,stop_name,ga,Baile Hac Íocht,8340LL11317,
stops,stop_name,ga,Baile Hac Uacht,8340LL11318,
stops,stop_name,ga,Baile Hac Uacht,8340LL11319,
stops,stop_name,ga,Baile Hagaird,8300B1312401,
stops,stop_name,ga,Baile Hagaird,8300B133581,
stops,stop_name,ga,Baile Haicéid,8210B1340201,
stops,stop_name,ga,Baile Haicéid,8210B1340202,
stops,stop_name,ga,Baile Haicéid,8210B136231,
stops,stop_name,ga,Baile Hardaman,8310B1085102,
stops,stop_name,ga,Baile Hardaman,8310PB14652,
stops,stop_name,ga,Baile Harlóg,8310B1235401,
stops,stop_name,ga,Baile Harlóg,8310B123551,
stops,stop_name,ga,Baile Héil,8270B136111,
stops,stop_name,ga,Baile Héil,8270B3306501,
stops,stop_name,ga,Baile Héin,8340B330321,
stops,stop_name,ga,Baile Héin,8340B330381,
stops,stop_name,ga,Baile Héin,8340LL10370,
stops,stop_name,ga,Baile Héin,8340LL11399,
stops,stop_name,ga,Baile Hiobaird,8410B3340501,
stops,stop_name,ga,Baile Hiobaird,8410B334211,
stops,stop_name,ga,Baile Hiúéid,8260B1045501,
stops,stop_name,ga,Baile Hiúéid,8260B1335601,
stops,stop_name,ga,Baile Hunda,8300B109441,
stops,stop_name,ga,Baile Hunda,8300B109471,
stops,stop_name,ga,Baile Íomhair,8310B1036901,
stops,stop_name,ga,Baile Íomhair,8310B132031,
stops,stop_name,ga,Baile Iúiliáin,8310B100651,
stops,stop_name,ga,Baile Iúiliáin,8310B1326201,
stops,stop_name,ga,Baile Labhráis,8320B1048901,
stops,stop_name,ga,Baile Labhráis,8320B1318201,
stops,stop_name,ga,Baile Ladhair,8310LL12496,
stops,stop_name,ga,Baile Ladhair,8310LL12497,
stops,stop_name,ga,Baile Láir,8530LL10905,
stops,stop_name,ga,Baile Láir,8530LL12194,
stops,stop_name,ga,Baile Liam,8340LL11643,
stops,stop_name,ga,Baile Liam,8340LL11644,
stops,stop_name,ga,Baile Liam,8470B535361,
stops,stop_name,ga,Baile Liam,8470B535381,
stops,stop_name,ga,Baile Lifín,853000161,
stops,stop_name,ga,Baile Lifín,853000162,
stops,stop_name,ga,Baile Lifín,8530PB000347,
stops,stop_name,ga,Baile Lifín,8530PB14833,
stops,stop_name,ga,Baile Locha,8240B1002101,
stops,stop_name,ga,Baile Locha,8240B1007801,
stops,stop_name,ga,Baile Locha Riach,8470B150741,
stops,stop_name,ga,Baile Locha Riach,8470B555411,
stops,stop_name,ga,Baile Mhac Cairbre,8450LL10543,
stops,stop_name,ga,Baile Mhac Cairbre,8450LL11823,
stops,stop_name,ga,Baile Mhac Dháith,8450LL13733,
stops,stop_name,ga,Baile Mhac Dháith,8450LL13734,
stops,stop_name,ga,Baile Mhaidilín,834000108,
stops,stop_name,ga,Baile Mhaine,8260B1325801,
stops,stop_name,ga,Baile Mhaine,8260B1325802,
stops,stop_name,ga,Baile Mháire,8380B244521,
stops,stop_name,ga,Baile Mháire,8380B244811,
stops,stop_name,ga,Baile Mharascail,834000095,
stops,stop_name,ga,Baile Mhic Ádaim,832000005,
stops,stop_name,ga,Baile Mhic Ádaim,832000058,
stops,stop_name,ga,Baile Mhic Andáin,8270B136101,
stops,stop_name,ga,Baile Mhic Andáin,8270B3510301,
stops,stop_name,ga,Baile Mhic Cearúill,8330B1033401,
stops,stop_name,ga,Baile Mhic Cearúill,8330B1322701,
stops,stop_name,ga,Baile Mhic Cormaic,8290B5575601,
stops,stop_name,ga,Baile Mhic Cormaic,8290B5575602,
stops,stop_name,ga,Baile Mhic Cullach,7040B107131,
stops,stop_name,ga,Baile Mhic Dhoinn,8240LL14183,
stops,stop_name,ga,Baile Mhic Dhoinn,8240LL14184,
stops,stop_name,ga,Baile Mhic Eocháin,8270B3389701,
stops,stop_name,ga,Baile Mhic Eocháin,8270B351171,
stops,stop_name,ga,Baile Mhic Gormáin,8240LL11606,
stops,stop_name,ga,Baile Mhic Gormáin,8240LL11610,
stops,stop_name,ga,Baile Mhic Íre,8380B2507001,
stops,stop_name,ga,Baile Mhic Íre,8380B635111,
stops,stop_name,ga,Baile Mhic Mhaoilir,828000048,
stops,stop_name,ga,Baile Mhic Mhaoilir,828000050,
stops,stop_name,ga,Baile Mhic Scanláin,8300B139381,
stops,stop_name,ga,Baile Mhic Scanláin,8300B139691,
stops,stop_name,ga,Baile Mhic Spolláin,832000016,
stops,stop_name,ga,Baile Mhic Spolláin,832000111,
stops,stop_name,ga,Baile Mhic Unfraidh,8350DB007260,
stops,stop_name,ga,Baile Mhic Unfraidh,8350DB007261,
stops,stop_name,ga,Baile Mhistéala,8380B1553501,
stops,stop_name,ga,Baile Mhistéala,8380B1553801,
stops,stop_name,ga,Baile Mhontáin,8380B2321301,
stops,stop_name,ga,Baile Mhontáin,8380B245161,
stops,stop_name,ga,Baile Mhuiris,8340LL10345,
stops,stop_name,ga,Baile Mhuiris,8340LL10346,
stops,stop_name,ga,Baile Mhúráin,8340B3391101,
stops,stop_name,ga,Baile Mhúráin,8340B339171,
stops,stop_name,ga,Baile Mhurchúdha,8310B1013301,
stops,stop_name,ga,Baile Mhurchúdha,8310B1018801,
stops,stop_name,ga,Baile Mionnán,8290LL14073,
stops,stop_name,ga,Baile Mionnán,8290LL14074,
stops,stop_name,ga,Baile Muine,834000483,
stops,stop_name,ga,Baile Muine,8340PB13067,
stops,stop_name,ga,Baile Munna,8220DB006238,
stops,stop_name,ga,Baile na Bánóige,8340LL14017,
stops,stop_name,ga,Baile na Bánóige,8340LL14504,
stops,stop_name,ga,Baile na Bearna,8380B2321001,
stops,stop_name,ga,Baile na Bearna,8380B236411,
stops,stop_name,ga,Baile na Buaile,8340B3308801,
stops,stop_name,ga,Baile na Buaile,8340B3316301,
stops,stop_name,ga,Baile na Caillí,836000009,
stops,stop_name,ga,Baile na Caillí,8360B3358901,
stops,stop_name,ga,Baile na Carraige,8330LL14214,
stops,stop_name,ga,Baile na Carraige,8330LL14215,
stops,stop_name,ga,Baile na Carraige,8530LL10749,
stops,stop_name,ga,Baile na Coille,8230DB006187,
stops,stop_name,ga,Baile na Coille,8230DB006279,
stops,stop_name,ga,Baile na Coille,8230DB006286,
stops,stop_name,ga,Baile na Coille,8280LL10628,
stops,stop_name,ga,Baile na Coille,8280PB001275,
stops,stop_name,ga,Baile na Coille Íoc,8260B1032301,
stops,stop_name,ga,Baile na Coiribe,8460B5244301,
stops,stop_name,ga,Baile na Coiribe,8460B5256101,
stops,stop_name,ga,Baile na Coiribe,8460PB003575,
stops,stop_name,ga,Baile na Cora,8510B550201,
stops,stop_name,ga,Baile na Cora,8510B550211,
stops,stop_name,ga,Baile na Cora Tdh,8380B244941,
stops,stop_name,ga,Baile na Cora Tdh,8380B244951,
stops,stop_name,ga,Baile na Cora Tdh,8380B244961,
stops,stop_name,ga,Baile na Cora Theas,8380B2101401,
stops,stop_name,ga,Baile na Cora Thiar,8380B237511,
stops,stop_name,ga,Baile na Cora Thiar,8380B2399901,
stops,stop_name,ga,Baile na Corra,8350B152011,
stops,stop_name,ga,Baile na Corra,8350B152041,
stops,stop_name,ga,Baile na Croise,834000048,
stops,stop_name,ga,Baile na Croise,8340LL15256,
stops,stop_name,ga,Baile na Cúirte,8340B330641,
stops,stop_name,ga,Baile na Cúirte,8340LL10414,
stops,stop_name,ga,Baile na Cúirte,8340LL10420,
stops,stop_name,ga,Baile na Daibhche,8380LL11541,
stops,stop_name,ga,Baile na Daibhche,8380LL11899,
stops,stop_name,ga,Baile na Droimne,8260B103361,
stops,stop_name,ga,Baile na Droimne,8260B1329901,
stops,stop_name,ga,Baile na Finne,853000009,
stops,stop_name,ga,Baile na Finne,853000010,
stops,stop_name,ga,Baile na Finne,853000089,
stops,stop_name,ga,Baile na Finne,853000093,
stops,stop_name,ga,Baile na Gaoithe,834000142,
stops,stop_name,ga,Baile na gCailleach,8330B105161,
stops,stop_name,ga,Baile na gCailleach,8330B105171,
stops,stop_name,ga,Baile na gCam,834000146,
stops,stop_name,ga,Baile na gCeard,8500B551701,
stops,stop_name,ga,Baile na gCeard,8500B551721,
stops,stop_name,ga,Baile na gCléireach,8480B559031,
stops,stop_name,ga,Baile na gCnáthach,8270PB001246,
stops,stop_name,ga,Baile na gCnáthach,8270PB001249,
stops,stop_name,ga,Baile na gCros,8330B1049801,
stops,stop_name,ga,Baile na gCros,8330B1316101,
stops,stop_name,ga,Baile na Glaise,8380B248001,
stops,stop_name,ga,Baile na Glaise,8380B248221,
stops,stop_name,ga,Baile na Gráige,827000013,
stops,stop_name,ga,Baile na hAbhann,8470B535241,
